gender,category,preferred_stream,entrance_exam,entrance_score,board_percentage,scholarship_eligibility,admission_status
female,sc,law,cet,196,66.32,no,rejected
male,ews,science,none,0,87.99,yes,admitted
male,st,computer applications,none,0,57.22,no,rejected
female,ews,engineering,cet,180,61.39,no,rejected
female,general,architecture,cet,14,71.96,yes,admitted
other,st,law,none,0,58.59,no,rejected
female,obc,medical,neet,421,78.05,no,admitted
male,general,science,none,0,65.24,no,rejected
other,obc,law,cet,78,84.45,no,admitted
female,ews,engineering,cet,47,50.53,no,rejected
other,sc,computer applications,none,0,75.81,no,rejected
other,ews,computer applications,none,0,99.26,yes,admitted
other,general,engineering,jee,123,90.38,yes,admitted
male,st,arts,none,0,56.09,no,rejected
female,sc,engineering,jee,293,66.35,no,rejected
male,obc,medical,neet,336,93.38,yes,admitted
other,sc,management,none,0,53.49,no,rejected
other,st,commerce,none,0,85.33,no,rejected
male,general,pharmacy,cet,119,53.77,no,rejected
female,st,commerce,cet,60,62.53,no,rejected
female,obc,medical,neet,634,99.18,yes,admitted
female,ews,agriculture,none,0,94.27,no,rejected
female,general,management,none,0,69.71,no,rejected
other,obc,agriculture,cet,56,83.77,no,rejected
other,ews,engineering,jee,69,73.1,no,rejected
female,obc,science,none,0,52.09,no,rejected
other,general,law,none,0,91.9,no,rejected
male,sc,nursing,none,0,89.44,yes,admitted
male,st,computer applications,none,0,97.99,no,rejected
male,sc,pharmacy,cet,70,54.14,no,rejected
male,general,nursing,cet,55,64.47,no,admitted
other,obc,architecture,cet,32,80.83,no,admitted
other,general,computer applications,none,0,98.01,no,rejected
other,ews,arts,cet,139,91.4,yes,admitted
other,obc,computer applications,none,0,94.0,yes,admitted
female,st,agriculture,cet,26,99.13,yes,admitted
other,obc,law,cet,34,87.03,yes,admitted
other,st,architecture,none,0,75.24,no,rejected
other,general,computer applications,none,0,60.63,no,rejected
other,general,arts,cet,178,65.7,no,rejected
other,obc,architecture,cet,23,80.91,no,rejected
female,obc,law,cet,101,96.98,no,rejected
other,obc,pharmacy,cet,186,73.54,no,rejected
female,obc,pharmacy,cet,156,74.97,no,rejected
female,st,science,none,0,76.36,no,rejected
male,general,commerce,none,0,82.55,no,admitted
other,ews,management,none,0,75.02,yes,admitted
male,st,computer applications,none,0,80.45,no,rejected
female,sc,management,none,0,57.69,no,rejected
male,sc,science,cet,174,51.31,no,rejected
other,obc,nursing,cet,68,66.75,no,admitted
other,obc,architecture,cet,196,98.93,yes,admitted
male,general,medical,neet,634,82.86,no,admitted
male,ews,architecture,cet,78,54.18,no,rejected
female,obc,law,cet,162,76.12,no,rejected
other,st,management,none,0,56.96,no,rejected
male,general,nursing,cet,13,85.22,no,rejected
other,general,commerce,none,0,78.89,no,rejected
female,obc,agriculture,cet,192,83.9,no,rejected
female,general,agriculture,none,0,87.85,no,rejected
female,ews,science,cet,65,70.54,no,rejected
male,general,commerce,none,0,62.56,no,rejected
female,sc,law,none,0,54.09,no,rejected
male,obc,commerce,cet,154,96.73,yes,admitted
female,obc,science,none,0,50.71,no,rejected
male,general,management,none,0,86.94,no,rejected
male,obc,management,none,0,95.19,no,rejected
female,general,management,cet,48,74.28,yes,admitted
male,sc,architecture,none,0,50.51,no,rejected
male,obc,science,cet,143,83.9,no,admitted
other,general,pharmacy,cet,157,61.54,no,rejected
male,general,pharmacy,cet,118,64.81,no,rejected
male,ews,agriculture,cet,3,77.66,no,rejected
other,obc,agriculture,none,0,58.0,no,rejected
male,sc,medical,neet,573,66.91,yes,admitted
other,sc,pharmacy,cet,188,83.19,no,rejected
male,sc,nursing,none,0,84.64,no,admitted
male,ews,management,none,0,95.12,yes,admitted
male,st,law,none,0,83.17,no,rejected
other,sc,management,cet,63,53.71,no,rejected
male,obc,engineering,jee,293,55.52,no,admitted
other,general,agriculture,cet,13,77.44,no,rejected
female,sc,law,none,0,57.32,no,rejected
female,st,nursing,none,0,80.15,no,rejected
male,ews,computer applications,none,0,61.56,no,rejected
female,general,nursing,none,0,52.95,no,rejected
female,obc,medical,neet,283,63.56,no,rejected
female,general,agriculture,cet,71,65.31,yes,admitted
female,obc,science,none,0,72.58,no,rejected
male,ews,commerce,none,0,97.89,no,rejected
other,general,medical,neet,456,76.66,no,admitted
other,st,commerce,none,0,98.84,no,rejected
male,ews,architecture,cet,154,74.08,no,rejected
other,general,commerce,none,0,80.85,no,rejected
male,obc,engineering,jee,247,86.16,no,rejected
male,ews,science,none,0,61.69,no,rejected
other,st,medical,neet,76,92.9,no,rejected
male,general,agriculture,none,0,50.44,no,rejected
male,ews,computer applications,none,0,85.73,yes,admitted
female,ews,pharmacy,cet,177,78.82,no,rejected
male,obc,agriculture,none,0,89.42,yes,admitted
male,sc,commerce,cet,178,97.76,yes,admitted
male,obc,agriculture,cet,72,86.44,no,rejected
male,sc,computer applications,none,0,66.06,no,rejected
other,st,commerce,none,0,97.05,yes,admitted
other,st,architecture,none,0,58.18,no,rejected
other,ews,nursing,cet,107,73.34,yes,admitted
female,general,arts,none,0,51.99,no,rejected
female,ews,science,cet,117,75.31,no,rejected
male,ews,agriculture,cet,159,81.16,no,rejected
other,obc,commerce,none,0,88.14,no,rejected
other,general,pharmacy,cet,72,59.7,no,rejected
female,obc,medical,neet,366,99.53,no,rejected
male,ews,architecture,cet,138,66.0,no,admitted
other,general,nursing,none,0,77.03,no,rejected
male,general,engineering,jee,252,96.46,yes,admitted
male,general,commerce,none,0,78.01,no,rejected
other,general,architecture,cet,65,64.81,no,rejected
other,st,architecture,none,0,70.86,no,rejected
female,general,arts,none,0,62.67,no,rejected
male,ews,commerce,none,0,50.76,no,rejected
female,obc,management,cet,198,62.21,no,rejected
other,sc,law,none,0,86.49,yes,admitted
other,sc,engineering,jee,255,52.91,no,rejected
male,ews,medical,neet,582,88.0,no,rejected
female,st,arts,none,0,83.03,no,rejected
male,general,architecture,cet,120,88.28,yes,admitted
other,ews,engineering,jee,263,68.33,no,rejected
other,general,nursing,cet,156,79.25,yes,admitted
female,sc,nursing,none,0,93.49,no,rejected
male,ews,engineering,cet,164,72.2,no,admitted
female,sc,law,none,0,89.12,yes,admitted
male,sc,arts,none,0,92.08,no,rejected
other,obc,medical,neet,67,84.42,yes,admitted
other,st,pharmacy,none,0,79.6,no,admitted
male,st,management,none,0,54.62,no,rejected
other,ews,pharmacy,none,0,84.19,no,rejected
other,ews,agriculture,cet,90,78.23,no,admitted
other,sc,architecture,cet,170,62.81,no,rejected
male,obc,computer applications,cet,70,76.08,no,rejected
male,sc,agriculture,cet,76,79.32,no,rejected
female,obc,agriculture,cet,113,67.66,no,rejected
male,obc,pharmacy,cet,151,62.31,no,rejected
other,obc,agriculture,cet,41,93.22,yes,admitted
female,sc,arts,none,0,65.69,no,rejected
female,obc,nursing,cet,129,86.48,no,rejected
male,obc,architecture,cet,88,81.9,no,admitted
male,sc,arts,cet,190,54.25,no,rejected
other,general,engineering,cet,26,99.53,no,rejected
female,general,arts,cet,11,67.95,yes,admitted
male,st,law,none,0,76.11,no,rejected
other,ews,medical,neet,216,65.81,no,rejected
male,obc,pharmacy,cet,190,74.56,no,admitted
other,general,agriculture,none,0,89.95,no,rejected
female,sc,commerce,none,0,94.43,no,rejected
female,general,nursing,none,0,73.46,no,rejected
male,ews,arts,none,0,91.7,no,rejected
male,general,commerce,cet,140,75.79,no,rejected
female,sc,agriculture,cet,84,75.35,no,rejected
female,obc,architecture,cet,14,67.4,no,rejected
female,sc,architecture,none,0,78.85,no,admitted
female,st,science,none,0,93.93,yes,admitted
female,obc,architecture,none,0,51.01,no,rejected
male,ews,agriculture,none,0,53.46,no,rejected
female,ews,science,none,0,53.99,no,rejected
other,sc,engineering,cet,120,99.53,no,rejected
other,obc,computer applications,cet,184,60.82,no,admitted
female,obc,management,none,0,98.64,yes,admitted
female,ews,science,none,0,97.51,no,rejected
female,st,pharmacy,none,0,92.52,no,rejected
other,sc,medical,neet,541,72.98,no,rejected
female,st,commerce,none,0,81.1,no,rejected
other,obc,science,cet,9,59.57,no,admitted
male,st,nursing,cet,171,68.41,no,rejected
female,ews,arts,cet,50,68.95,no,rejected
female,sc,law,none,0,62.25,no,rejected
female,st,science,none,0,74.26,no,admitted
female,sc,pharmacy,cet,158,70.31,no,rejected
male,general,pharmacy,none,0,85.83,no,rejected
female,general,engineering,cet,191,97.61,yes,admitted
female,obc,computer applications,cet,67,76.19,no,rejected
female,obc,arts,cet,174,58.04,yes,admitted
female,general,law,cet,123,59.73,no,rejected
female,ews,medical,neet,69,91.49,no,rejected
female,st,engineering,jee,114,50.61,no,rejected
female,general,pharmacy,none,0,55.33,no,admitted
male,ews,engineering,jee,261,80.47,no,admitted
other,obc,pharmacy,none,0,92.43,no,rejected
other,ews,computer applications,cet,80,85.67,no,rejected
female,obc,science,none,0,58.15,yes,admitted
other,general,commerce,none,0,96.47,yes,admitted
female,general,nursing,cet,169,77.77,yes,admitted
male,obc,law,none,0,79.6,no,rejected
other,ews,commerce,none,0,87.16,yes,admitted
male,sc,agriculture,none,0,78.06,yes,admitted
female,general,architecture,cet,90,92.12,no,rejected
female,obc,architecture,none,0,63.79,no,rejected
female,sc,nursing,none,0,54.92,no,admitted
male,sc,architecture,cet,96,61.72,no,rejected
other,ews,computer applications,none,0,76.5,no,rejected
female,general,management,none,0,85.88,no,rejected
female,general,management,cet,194,97.55,no,rejected
female,st,management,none,0,58.98,no,rejected
other,general,engineering,cet,173,74.23,no,rejected
female,st,science,none,0,93.41,yes,admitted
female,obc,pharmacy,none,0,89.14,no,rejected
other,obc,management,cet,171,82.92,yes,admitted
female,general,computer applications,cet,96,57.2,no,rejected
male,st,computer applications,none,0,78.0,no,rejected
male,general,architecture,none,0,63.03,no,rejected
male,general,engineering,jee,188,71.52,no,admitted
male,sc,pharmacy,cet,29,57.83,no,rejected
male,general,management,none,0,76.77,no,admitted
female,general,nursing,cet,176,75.2,yes,admitted
female,obc,architecture,cet,45,58.44,no,rejected
male,st,pharmacy,cet,5,51.02,yes,admitted
female,st,medical,neet,239,71.34,no,rejected
female,ews,agriculture,cet,66,63.5,no,admitted
male,ews,arts,cet,68,66.61,no,rejected
male,obc,agriculture,cet,36,88.85,yes,admitted
other,obc,science,cet,147,59.09,no,rejected
male,obc,computer applications,none,0,58.65,no,rejected
male,general,commerce,none,0,74.25,no,rejected
female,general,medical,neet,113,87.42,no,rejected
male,sc,agriculture,none,0,78.71,no,rejected
female,general,computer applications,cet,42,95.24,yes,admitted
other,general,agriculture,cet,155,87.44,yes,admitted
female,obc,computer applications,cet,149,71.55,no,admitted
male,ews,architecture,none,0,67.59,no,rejected
other,sc,management,none,0,94.22,yes,admitted
male,obc,engineering,cet,194,99.34,no,rejected
male,general,arts,none,0,81.63,no,rejected
male,st,commerce,none,0,85.15,yes,admitted
male,obc,commerce,none,0,71.85,no,admitted
other,ews,arts,none,0,79.67,no,rejected
other,general,architecture,cet,110,82.81,no,rejected
female,st,architecture,cet,51,99.53,yes,admitted
other,st,management,none,0,68.16,no,rejected
other,obc,law,none,0,79.39,no,rejected
female,obc,nursing,cet,119,50.97,no,rejected
other,ews,pharmacy,cet,19,95.15,no,rejected
female,st,arts,cet,142,99.0,no,rejected
other,general,agriculture,cet,84,79.42,no,admitted
other,sc,commerce,none,0,70.01,no,rejected
other,st,computer applications,cet,157,90.6,yes,admitted
female,obc,management,none,0,53.2,no,rejected
female,st,nursing,cet,57,80.04,no,admitted
male,st,nursing,none,0,67.8,no,rejected
female,obc,medical,neet,276,59.72,no,admitted
male,general,commerce,none,0,56.78,no,rejected
female,general,law,none,0,87.47,yes,admitted
male,st,commerce,none,0,76.71,no,admitted
female,st,medical,neet,258,96.09,no,rejected
other,obc,agriculture,none,0,78.04,no,rejected
male,sc,engineering,jee,204,55.96,no,rejected
female,sc,commerce,cet,132,68.12,no,admitted
male,ews,agriculture,cet,8,66.96,no,rejected
male,sc,arts,none,0,72.96,no,rejected
male,sc,commerce,cet,179,71.28,no,rejected
male,sc,nursing,none,0,54.63,no,rejected
female,general,management,cet,154,74.18,no,rejected
male,st,computer applications,none,0,83.13,no,admitted
other,ews,arts,cet,161,50.91,yes,admitted
other,general,science,none,0,51.39,no,rejected
male,general,law,none,0,80.85,no,rejected
other,sc,nursing,cet,152,78.76,no,rejected
female,st,architecture,none,0,83.22,no,rejected
female,general,agriculture,cet,73,84.49,no,rejected
other,st,nursing,cet,194,92.15,no,rejected
other,obc,nursing,none,0,71.9,no,rejected
male,general,nursing,cet,150,87.21,yes,admitted
male,general,arts,none,0,58.26,no,admitted
female,sc,nursing,cet,35,50.44,no,rejected
female,sc,management,none,0,58.77,yes,admitted
other,sc,agriculture,cet,56,86.31,no,rejected
female,st,arts,none,0,94.89,no,rejected
female,ews,engineering,jee,39,55.05,no,rejected
male,ews,law,cet,150,72.27,no,rejected
female,st,commerce,none,0,78.63,no,rejected
female,sc,management,none,0,94.47,yes,admitted
female,obc,architecture,none,0,60.87,no,rejected
other,st,arts,none,0,82.79,no,rejected
female,st,management,none,0,91.77,no,rejected
male,ews,law,cet,184,53.31,no,rejected
other,st,management,none,0,60.84,no,rejected
female,general,pharmacy,cet,151,56.76,yes,admitted
female,sc,commerce,cet,66,85.49,no,rejected
other,st,medical,neet,634,64.48,no,rejected
female,ews,medical,neet,436,53.45,no,rejected
other,obc,nursing,none,0,54.67,no,rejected
other,ews,computer applications,none,0,84.26,no,rejected
female,obc,computer applications,none,0,79.04,no,rejected
other,obc,architecture,cet,77,66.64,no,rejected
male,ews,law,none,0,95.71,no,rejected
other,general,computer applications,none,0,51.3,no,rejected
other,obc,computer applications,none,0,61.65,no,rejected
male,ews,commerce,none,0,77.46,no,rejected
male,ews,nursing,cet,190,97.5,yes,admitted
male,general,medical,neet,361,94.21,yes,admitted
male,ews,pharmacy,cet,135,86.43,yes,admitted
other,sc,medical,neet,417,73.99,no,rejected
male,ews,management,cet,52,71.8,no,rejected
male,sc,arts,cet,144,85.47,yes,admitted
female,sc,medical,neet,90,83.9,no,rejected
female,obc,computer applications,none,0,69.76,no,rejected
female,sc,nursing,cet,88,93.93,yes,admitted
female,sc,arts,none,0,90.54,yes,admitted
other,sc,medical,neet,247,99.26,yes,admitted
female,obc,commerce,none,0,69.77,no,rejected
female,sc,computer applications,none,0,60.58,no,rejected
male,general,agriculture,cet,171,60.11,no,admitted
other,ews,law,none,0,82.11,no,rejected
male,sc,pharmacy,none,0,60.02,no,rejected
female,obc,architecture,cet,133,86.97,no,rejected
other,ews,arts,none,0,97.38,yes,admitted
female,sc,architecture,cet,75,51.37,no,rejected
female,st,engineering,jee,284,93.82,no,rejected
male,ews,arts,cet,174,61.46,no,rejected
other,ews,management,cet,12,77.59,yes,admitted
male,obc,nursing,cet,124,63.34,no,rejected
other,sc,agriculture,cet,86,65.25,no,rejected
female,ews,commerce,none,0,91.2,yes,admitted
female,sc,science,none,0,64.56,no,rejected
other,obc,science,cet,10,91.78,yes,admitted
other,sc,science,none,0,65.91,no,rejected
male,general,agriculture,cet,160,61.57,no,admitted
female,ews,engineering,jee,94,87.95,no,rejected
female,sc,commerce,none,0,64.91,no,rejected
male,obc,architecture,cet,174,51.23,no,rejected
female,sc,medical,neet,307,61.92,no,rejected
male,general,arts,none,0,90.62,no,rejected
female,st,medical,neet,616,80.98,no,admitted
male,sc,commerce,none,0,70.11,no,rejected
male,general,arts,none,0,76.24,no,rejected
other,sc,management,none,0,59.42,no,rejected
male,general,agriculture,cet,133,63.19,no,admitted
male,obc,nursing,cet,155,54.22,no,admitted
male,ews,architecture,none,0,63.96,no,rejected
male,st,management,none,0,63.01,no,rejected
other,sc,medical,neet,441,71.84,yes,admitted
other,sc,architecture,none,0,82.24,yes,admitted
other,sc,pharmacy,none,0,78.31,no,rejected
other,general,nursing,none,0,87.94,yes,admitted
male,obc,architecture,none,0,63.42,no,rejected
female,ews,computer applications,cet,36,58.8,no,rejected
male,ews,computer applications,none,0,84.59,no,rejected
male,general,medical,neet,351,53.75,no,rejected
female,ews,pharmacy,none,0,54.99,yes,admitted
other,general,agriculture,cet,70,87.05,yes,admitted
male,sc,arts,cet,37,92.45,yes,admitted
male,ews,computer applications,none,0,52.23,yes,admitted
other,obc,nursing,cet,117,64.68,no,rejected
male,ews,nursing,none,0,69.7,no,rejected
female,ews,commerce,none,0,69.26,no,rejected
male,sc,commerce,none,0,95.11,no,rejected
other,ews,nursing,none,0,62.88,no,rejected
female,general,arts,cet,133,99.41,yes,admitted
male,sc,science,cet,26,65.44,no,rejected
male,obc,architecture,cet,182,52.55,no,admitted
other,st,pharmacy,cet,78,66.91,no,rejected
other,obc,engineering,cet,95,74.27,no,rejected
other,sc,medical,neet,152,82.19,no,rejected
male,st,architecture,cet,40,82.12,no,rejected
other,obc,agriculture,cet,59,64.28,no,rejected
female,ews,architecture,cet,34,98.0,no,rejected
other,st,law,cet,158,52.78,no,rejected
female,obc,nursing,cet,45,79.63,no,rejected
female,st,agriculture,cet,136,80.64,no,rejected
female,obc,arts,none,0,66.63,no,rejected
